date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:28	230484/230484	---M-Z	200	added ('OK')	text/javascript	etag:%22d5d1a2b108f7c5a2bda53a9fba16fcb5%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-b55d7b99955c40aa3772-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/user-account-core-b55d7b99955c40aa3772-min.en-US.js	(from https://www.innoforeveryone.org/)
11:05:28	2356/2356	---M-Z	200	added ('OK')	text/css	etag:%22cb9faef3dce4d315747233ff3c671636%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-e84acd73aa5ee3fcd4ad-min.en-US.css	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/styles-compressed/user-account-core-e84acd73aa5ee3fcd4ad-min.en-US.css	(from https://www.innoforeveryone.org/)
11:05:30	41137/41137	---M-Z	200	added ('OK')	text/javascript	etag:%220de7a09d4a6acf29d227584e482bf67c%22	http://assets.squarespace.com/universal/scripts-compressed/performance-52d31862402d449695d0-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/performance-52d31862402d449695d0-min.en-US.js	(from https://www.innoforeveryone.org/)
11:05:32	680681/680681	---M-Z	200	added ('OK')	text/javascript	etag:%22a056179d9bfbd5d7340806c1763150d4%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-228056062752a16a0458-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/common-vendors-228056062752a16a0458-min.en-US.js	(from https://www.innoforeveryone.org/)
11:05:38	1301237/1301237	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:05:31%20GMT	https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css	(from https://www.innoforeveryone.org/)
11:05:38	230410/230410	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:05:32%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1721408144877-4GZSJSP9JW8EDYZ7G86P/static.css	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1721408144877-4GZSJSP9JW8EDYZ7G86P/static.css	(from https://www.innoforeveryone.org/)
11:05:40	121268/121268	---M-Z	200	added ('OK')	text/html	etag:W/%22c0cc6b42d1040669c32fb00430ba7853%22	https://www.innoforeveryone.org/join-us	C:/Users/navee/Downloads/InnovForEveryoneCLone/www.innoforeveryone.org/join-us.html	(from https://www.innoforeveryone.org/)
11:05:41	76213/76213	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2015:05:38%20GMT	https://www.innoforeveryone.org/cart	C:/Users/navee/Downloads/InnovForEveryoneCLone/www.innoforeveryone.org/cart.html	(from https://www.innoforeveryone.org/)
11:06:14	1627092/1627092	---M-Z	200	added ('OK')	text/javascript	etag:%223d2e589dfb4d839b00b0d085f7fabc2c%22	http://assets.squarespace.com/universal/scripts-compressed/common-5016d178ec65c1797cbe-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/common-5016d178ec65c1797cbe-min.en-US.js	(from https://www.innoforeveryone.org/)
11:06:15	279680/279680	---M--	200	added ('OK')	image/jpeg	etag:CIbit6O/mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/2c0d655a-890a-4648-ac2c-d287e69d235c/2.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/2c0d655a-890a-4648-ac2c-d287e69d235c/2.jpg	(from https://www.innoforeveryone.org/)
11:06:15	2227657/2227657	---M--	200	added ('OK')	image/png	etag:CK7Sz/HznYcDEAE=	https://images.squarespace-cdn.com/content/668c388c858c7f07c98763ea/031a6425-1864-456b-847d-9a4a4314c35d/Capitol+Post+-+2.png?content-type=image%2Fpng	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/668c388c858c7f07c98763ea/031a6425-1864-456b-847d-9a4a4314c35d/Capitol+Post+-+25d45.png	(from https://www.innoforeveryone.org/)
11:06:15	2820679/2820679	---M--	200	added ('OK')	image/png	etag:CMmy2I+5mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/95dc76d3-ccb4-49a2-a48c-b3b912b2fa16/7.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/95dc76d3-ccb4-49a2-a48c-b3b912b2fa16/7.png	(from https://www.innoforeveryone.org/)
11:06:15	2347497/2347497	---M--	200	added ('OK')	image/png	etag:CKS+2425mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/9687df45-2d5d-4bfe-a8b1-5c11771c1bb5/3.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/9687df45-2d5d-4bfe-a8b1-5c11771c1bb5/3.png	(from https://www.innoforeveryone.org/)
11:06:15	311160/311160	---M--	200	added ('OK')	image/jpeg	etag:CIGcnY28m4cDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/f1fe302d-0b3d-4f7a-a87a-d90447f61f03/2.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/f1fe302d-0b3d-4f7a-a87a-d90447f61f03/2.jpg	(from https://www.innoforeveryone.org/)
11:06:15	1919735/1919735	---M--	200	added ('OK')	image/png	etag:CI/yrfa2mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/81cebbbb-c790-43a0-b82a-bdbc05d860e2/1.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/81cebbbb-c790-43a0-b82a-bdbc05d860e2/1.png	(from https://www.innoforeveryone.org/)
11:06:16	424671/424671	---M--	200	added ('OK')	image/jpeg	etag:CMrvu6u5mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/d886a451-cf02-451e-b0e6-4949ed6de39f/F6ogVV9W4AAoE1I.jpeg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/d886a451-cf02-451e-b0e6-4949ed6de39f/F6ogVV9W4AAoE1I.jpg	(from https://www.innoforeveryone.org/)
11:06:16	2250846/2250846	---M--	200	added ('OK')	image/png	etag:CPq2yfO7mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/47407467-fd15-4509-9c99-c8da4bfa2a5f/9.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/47407467-fd15-4509-9c99-c8da4bfa2a5f/9.png	(from https://www.innoforeveryone.org/)
11:06:17	440910/440910	---M--	200	added ('OK')	image/jpeg	etag:CJ3pvqu5mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/cedb5309-d825-4c5f-9678-a41f7efe0fb1/F6ogVV9XcAAlsEe.jpeg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/cedb5309-d825-4c5f-9678-a41f7efe0fb1/F6ogVV9XcAAlsEe.jpg	(from https://www.innoforeveryone.org/)
11:06:17	4174515/4174515	---M--	200	added ('OK')	image/png	etag:CMfp9Ia6mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/6f2315e8-c2fa-4e38-9cd9-ce442a630a79/Forbes+LinkedIn+Post.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/6f2315e8-c2fa-4e38-9cd9-ce442a630a79/Forbes+LinkedIn+Post.png	(from https://www.innoforeveryone.org/)
11:06:17	1022656/1022656	---M--	200	added ('OK')	image/png	etag:CI/t0c62mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/02153a83-131f-47d5-bbba-ba83df272812/AKBA_AI_Cover.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/02153a83-131f-47d5-bbba-ba83df272812/AKBA_AI_Cover.png	(from https://www.innoforeveryone.org/)
11:06:17	334849/334849	---M--	200	added ('OK')	image/jpeg	etag:CLfu+9i1m4cDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/e172df65-ef41-4973-b27f-d0d99f186dcd/Innovation+for+Everyone+UPDATED.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/e172df65-ef41-4973-b27f-d0d99f186dcd/Innovation+for+Everyone+UPDATED.jpg	(from https://www.innoforeveryone.org/)
11:06:18	1707115/1707115	---M--	200	added ('OK')	image/png	etag:CLn1i4y4mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/3db9c7a5-4299-453c-8be8-3be480f05eef/2.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/3db9c7a5-4299-453c-8be8-3be480f05eef/2.png	(from https://www.innoforeveryone.org/)
11:06:18	1043164/1043164	---M--	200	added ('OK')	image/png	etag:CJ/woNi7mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/9426c07b-ec1d-4cfe-8565-bebac3318b20/1.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/9426c07b-ec1d-4cfe-8565-bebac3318b20/1.png	(from https://www.innoforeveryone.org/)
11:06:18	2317930/2317930	---M--	200	added ('OK')	image/png	etag:CLu8npy4mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/c05b9189-109b-425d-8437-257e0231e990/4.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/c05b9189-109b-425d-8437-257e0231e990/4.png	(from https://www.innoforeveryone.org/)
11:06:18	5603943/5603943	---M--	200	added ('OK')	image/png	etag:CLTGotXPm4cDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/01d9ebb9-4306-47ae-b4af-32f5c62aefea/SAP+Group+Photo.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/01d9ebb9-4306-47ae-b4af-32f5c62aefea/SAP+Group+Photo.png	(from https://www.innoforeveryone.org/)
11:06:19	1758850/1758850	---M--	200	added ('OK')	image/png	etag:CPrpvJ24mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/04ee422c-0ff7-4fb5-b8d7-c5261f82c624/3.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/04ee422c-0ff7-4fb5-b8d7-c5261f82c624/3.png	(from https://www.innoforeveryone.org/)
11:06:19	76916/76916	---M--	200	added ('OK')	image/jpeg	etag:COiiotW4mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/b0a399f7-45c7-4378-8b1c-c9ab0a22df15/WEF_Artificial_Intelligence_for_Children_20221024_1.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/b0a399f7-45c7-4378-8b1c-c9ab0a22df15/WEF_Artificial_Intelligence_for_Children_20221024_1.jpg	(from https://www.innoforeveryone.org/)
11:06:19	75458/75458	---M--	200	added ('OK')	image/jpeg	etag:CNy4qYW+mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/76a9b7d7-6895-4006-9198-9e63983c5f07/Neha+presents+to+Tim+Cook+and+Karlie+Kloss+at+Apple+Soho.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/76a9b7d7-6895-4006-9198-9e63983c5f07/Neha+presents+to+Tim+Cook+and+Karlie+Kloss+at+Apple+Soho.jpg	(from https://www.innoforeveryone.org/)
11:06:19	62759/62759	---M--	200	added ('OK')	image/jpeg	etag:CO3hhc64mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/ccd96ce3-2acb-443f-87ca-2510159130cf/Speaking+at+a+Tech+Conference+in+Rome+about+AI.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/ccd96ce3-2acb-443f-87ca-2510159130cf/Speaking+at+a+Tech+Conference+in+Rome+about+AI.jpg	(from https://www.innoforeveryone.org/)
11:06:20	1386041/1386041	---M--	200	added ('OK')	image/png	etag:CNPYqIy4mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/3a72b5ca-ba9d-4ee2-9f65-4983b6590e53/7.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/3a72b5ca-ba9d-4ee2-9f65-4983b6590e53/7.png	(from https://www.innoforeveryone.org/)
11:06:20	1937038/1937038	---M--	200	added ('OK')	image/png	etag:CPfPxo65mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/209e0561-37d7-46f9-9a42-252833ce78aa/6.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/209e0561-37d7-46f9-9a42-252833ce78aa/6.png	(from https://www.innoforeveryone.org/)
11:06:20	549056/549056	---M--	200	added ('OK')	image/jpeg	etag:COXO0ry4mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/33564af4-8eec-46a5-aa04-c08a36f2f04f/IMG_8017+2.jpeg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/33564af4-8eec-46a5-aa04-c08a36f2f04f/IMG_8017+2.jpg	(from https://www.innoforeveryone.org/)
11:06:21	1100526/1100526	---M--	200	added ('OK')	image/jpeg	etag:CNyQmMS5mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/459ee686-a3f6-45dd-ba6d-3b92857489c2/Photo+Sep+21+2023%2C+11+49+38+AM.jpg	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/459ee686-a3f6-45dd-ba6d-3b92857489c2/Photo+Sep+21+2023,+11+49+38+AM.jpg	(from https://www.innoforeveryone.org/)
11:06:21	3466039/3466039	---M--	200	added ('OK')	image/png	etag:CI7RiJO8mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/38ce32d7-b064-4a1a-9207-36a431484048/Group+Shot.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/38ce32d7-b064-4a1a-9207-36a431484048/Group+Shot.png	(from https://www.innoforeveryone.org/)
11:06:21	1565984/1565984	---M--	200	added ('OK')	image/png	etag:COT4ube8mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/0b36ba28-4f26-49e0-b843-42a9b2f6a7a0/3.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/0b36ba28-4f26-49e0-b843-42a9b2f6a7a0/3.png	(from https://www.innoforeveryone.org/)
11:06:22	4545985/4545985	---M--	200	added ('OK')	image/png	etag:CMyR3o66mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/76be7ea0-4b14-48b4-a70a-e18079f29288/final-meet-unga78-delegation-yttt.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/76be7ea0-4b14-48b4-a70a-e18079f29288/final-meet-unga78-delegation-yttt.png	(from https://www.innoforeveryone.org/)
11:06:22	1986125/1986125	---M--	200	added ('OK')	image/png	etag:CKb/kfu7mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/47521441-57ac-4a53-af7e-a0b1cad5d736/3.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/47521441-57ac-4a53-af7e-a0b1cad5d736/3.png	(from https://www.innoforeveryone.org/)
11:06:22	1255405/1255405	---M--	200	added ('OK')	image/png	etag:CLWq68++mIcDEAE=	https://images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/0a90d575-4e46-4797-9f55-846196af1fb4/9+-+Microsoft+Data+Science+and+AI+Hotseat+as+Featured+Guest+-+Neha+Shukla.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/images.squarespace-cdn.com/content/v1/668c388c858c7f07c98763ea/0a90d575-4e46-4797-9f55-846196af1fb4/9+-+Microsoft+Data+Science+and+AI+Hotseat+as+Featured+Guest+-+Neha+Shukla.png	(from https://www.innoforeveryone.org/)
11:06:22	277661/277661	---M-Z	200	added ('OK')	text/html	etag:W/%2273d081e4297248f7fe89cb8984b51e76%22	https://www.innoforeveryone.org/sereno-sofia-parazi-photography	C:/Users/navee/Downloads/InnovForEveryoneCLone/www.innoforeveryone.org/sereno-sofia-parazi-photography.html	(from https://www.innoforeveryone.org/)
11:06:24	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:24	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:24	263499/263499	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2003%20Aug%202024%2015:06:23%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ed46306c56a516420b3e44c437245ab5.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ed46306c56a516420b3e44c437245ab5.js	(from https://www.innoforeveryone.org/)
11:06:25	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:26	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:26	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:26	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:26	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:27	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:27	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:27	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
